district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
h seekar,A038_A038170,170gaamvad഼ee,gaamvad഼ee,gaamvadee,gaamvadee
savaaeemaadhoopur,A092_A092231,mathadaan kendr kaa bhavan evam pathaa  :,savaaee maadhoopur,savaaee maadhoopur,NA
४seekar,A038_A038020,20dhaanee chuhaamkaan than bagadaavaa,bagad഼aavaa,bagadaavaa,dhaanee chuhaamkaan than bagadaavaa
karoulee,A081_A081158,158thaalachidaa,thaalachidaa,thaalachidaa,thaalachidaa
naagour,A115_A115100,100kuchaaman sitee,kuchaaman sitee,kuchaaman sitee,kuchaaman sitee
raajasamand,A176_A176161,161sisavee,sisavee,sisavee,sisavee
hanumaanagadh,A009_A009027,mathadaan kendr kaa bhavan evam pathaa  :,०gooloovaalaa nivaadaan,gooloovaalaa nivaadaan,NA
jayapur,A057_A057097,97thilapatatee,thilapattee,thilapattee,thilapatatee
h jaalour,A141_A141243,243siyaanaa,Siyana,siyana,siyaanaa
jaalour,A144_A144233,233beejarool gooliyaa,Bijrol Goliya,bijrol goliya,beejarool gooliyaa
suajhhun,A027_A027065,65jhhunjhhunoo,jhhujhhanoom,jhhujhhanoom,jhhunjhhunoo
jaalour,A144_A144056,56medhaa,Medha,medha,medhaa
naagour,A111_A111051,51phaloodee med഼athaarood഼,medathaa rood (phaloudee,medathaa rood phaloudee,phaloodee medathaarood
ajamer,A104_A104261,261ren,ren,ren,261ren
joodhapur,A131_A131211,211Stay,:,NA,stay
hi suajhhun,A025_A025102,102peepalee,०peepalee,peepalee,peepalee
bheelavaadaa,A179_A179257,257Braet,chhaachhedee,chhaachhedee,braet
prathaapagadh,A157_A157263,263samkarakamd,sakarakamd,sakarakamd,samkarakamd
jayapur,A040_A040092,92jagadeesapuraa,jagadeesapuraa,jagadeesapuraa,jagadeesapuraa
jayapur,A048_A048081,81WaT),jamavaa raamagadh഼,jamavaa raamagadh,81wat
gamgaanagar,A006_A006116,116 5deedee,5deedee,deedee,deedee
suajhhun,A026_A026102,102sulathaanaa ahiraan,sulathaanaa ahiraan,sulathaanaa ahiraan,sulathaanaa ahiraan
baadamer,A138_A138219,219loodaraadaa,loodaraadaa,loodaraadaa,loodaraadaa
joodhapur,A130_A130254,254jaatoo kee dhaanee saamgareeyaa,saamgariyaa,saamgariyaa,jaatoo dhaanee saamgareeyaa
karoulee,A081_A081063,63kaanetee,kaanetee,kaanetee,kaanetee
ajamer,A103_A103037,37balaad,balaad഼,balaad,balaad
hai savaaeemaadhoopur,A092_A092038,38saamkadaa,saamkadaa,saamkadaa,saamkadaa
qe,A024_A024214,214sujaanagadh,sujaanagadh഼,sujaanagadh,sujaanagadh
h karoulee,A081_A081244,244kaimaree,kaimaree,kaimaree,kaimaree
suajhhun,A027_A027089,89bagad,baggad,baggad,bagad
toumk,A097_A097257,257paad഼alee,paadalee,paadalee,paadalee
hi hanumaanagadh,A008_A008188,188phathehagadh khilereebaas,29 5509४(phathehagadh഼,phathehagadh,phathehagadh khilereebaas
naagour,A115_A115126,126kuchaaman sitee,kuchaaman sitee,kuchaaman sitee,kuchaaman sitee
alavar,A064_A064120,120ajabagadh,ATMS,atms,ajabagadh
naagour,A113_A113156,156booraavad഼,booraavad഼,booraavad,booraavad
dousaa,A088_A088043,43kaaloothaa,kaaloothaa,kaaloothaa,kaaloothaa
hi suajhhun,A026_A026269,269naavathaa,०naavathaa,naavathaa,naavathaa
jayapur,A040_A040134,134doodaavaas,dudaavaas,dudaavaas,doodaavaas
dousaa,A087_A087029,29bhaamdaarej,०bhaamdaarej,bhaamdaarej,bhaamdaarej
jaalour,A141_A141019,19raayathal,Raithal,raithal,raayathal
naagour,A111_A111140,140Araceae,saathalaavaas,saathalaavaas,araceae
h seekar,A038_A038117,117mandhoolee,mandh഼oolee,mandhoolee,mandhoolee
bharathapur,A072_A072088,88sithaaraa,sithaaraa,sithaaraa,sithaaraa
hi suajhhun,A025_A025110,110dulaaniyaa,dulaaniyaa,dulaaniyaa,dulaaniyaa
bheelavaadaa,A179_A179278,mathadaan kendr kaa bhavan evam pathaa  :,hameeragadh,hameeragadh,NA
hanumaanagadh,A007_A007098,mathadaan kendr kaa bhavan evam pathaa  :,० 1esabeeen (saabuaanaa,esabeeen saabuaanaa,NA
alavar,A059_A059124,124jagamalahedee,०jagamalahedee,jagamalahedee,jagamalahedee
udayapur,A155_A155150,150khedaaphalaa,khedaaphalaa,khedaaphalaa,khedaaphalaa
h dousaa,A088_A088012,mathadaan kendr kaa bhavan evam pathaa  :,theetharavaadaa kalaam,theetharavaadaa kalaam,NA
jayapur,A044_A044191,191AUAAT,gaamv  ०naraayanaa,gaamv naraayanaa,auaat
naagour,A113_A113067,67bood഼asoo,bood഼asoo,boodasoo,boodasoo
hi suajhhun,A028_A028079,79mahanasar,mahanasar,mahanasar,mahanasar
udayapur,A153_A153042,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
udayapur,A156_A156169,169kejad഼,kejad഼,kejad,kejad
suajhhun,A026_A026138,138paaloothaa,paaloothaa,paaloothaa,paaloothaa
udayapur,A150_A150287,287maakad഼ee,maakadee,maakadee,maakadee
hi jayapur,A048_A048185,185Arcaret,०aravadee,aravadee,arcaret
jayapur,A040_A040009,9banetee,banethee,banethee,banetee
gamgaanagar,A004_A004083,83 2jee bee e,2GB-A,2gba,jee bee
bheelavaadaa,A180_A180032,mathadaan kendr kaa bhavan evam pathaa  :,bheelavaad഼aa (n.p,bheelavaadaa np,NA
suajhhunoo,A025_A025019,19bhairugadh,bherugadh഼,bherugadh,bhairugadh
gamgaanagar,A006_A006119,119 6deedee,6deedee,deedee,deedee
gamgaanagar,A006_A006177,"177 7Wauerst-a, AaHarett",see,see,wauersta aaharett
seekar,A034_A034135,"maadhyamik vidhaalay, harsh (bamjayaam bhaag",ay,NA,vidhaalay harsh bamjayaam
dousaa,A088_A088103,mathadaan kendr kaa bhavan evam pathaa  :,dousaa,dousaa,NA
joodhapur,A122_A122019,19udat,udat,udat,udat
ajamer,A103_A103228,228sooniyaanaa choudaa,sooniyaanaa choodaa,sooniyaanaa choodaa,sooniyaanaa choudaa
seekar,A039_A039118,118n.paa sreemaadhoopur,n.paa sreemaadhoopur,npaa sreemaadhoopur,npaa sreemaadhoopur
paalee,A116_A116084,84prithveepuraa,Prithvi Pura,prithvi pura,prithveepuraa
h jaalour,A141_A141116,116aahoor,Ahore,ahore,aahoor
raajasamand,A174_A174196,196jadaphaa,jadaphaa,jadaphaa,jadaphaa
naagour,A112_A112115,mathadaan kendr kaa bhavan evam pathaa  :,goured഼ee chaamchaa,gouredee chaamchaa,NA
udayapur,A151_A151277,277GaHsl(fraat Heat),sadakadee,sadakadee,gahslfraat heat
alavar,A067_A067113,113thilavaad,:,NA,thilavaad
joodhapur,A122_A122075,75jaambaa kee dhaanee,gaamv  ०jaambaa kee dhaanee,gaamv jaambaa kee dhaanee,jaambaa dhaanee
h dhoulapur,A077_A077190,190saramathuraa,Sarmathura,sarmathura,saramathuraa
paalee,A116_A116066,66pipaliyaa khurd,pipaliyaa khurd,pipaliyaa khurd,pipaliyaa khurd
h jaalour,A141_A141123,123aahoor,Ahore,ahore,aahoor
alavar,A059_A059040,40gaadapur,gaadapur,gaadapur,gaadapur
baadamer,A136_A136283,283kamvaralee,kamvaralee,kamvaralee,kamvaralee
suajhhunoo,A026_A026193,193baasad഼ee,baasadee,baasadee,baasadee
alavar,A061_A061049,49googalakootaa,GUGALKOTA,gugalkota,googalakootaa
ajamer,A105_A105019,19joothaayaa,joothaayaa,joothaayaa,joothaayaa
paalee,A116_A116240,mathadaan kendr kaa bhavan evam pathaa  :,Mesiya,mesiya,NA
hanumaanagadh,A008_A008065,mathadaan kendr kaa bhavan evam pathaa  :,hanumaanagadh഼,hanumaanagadh,NA
baadamer,A138_A138234,234amboom kaa baadaa,amboo kaa baadaa,amboo kaa baadaa,amboom baadaa
baadamer,A136_A136009,9ratheoo,ratheoo,ratheoo,ratheoo
ajamer,A104_A104089,89seragadh഼,seragadh,seragadh,seragadh
8jaalour,A142_A142120,120ummedaabaad,Ummedabad,ummedabad,ummedaabaad
udayapur,A153_A153208,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
8toumk,A096_A096189,mathadaan kendr kaa bhavan evam pathaa  :,toomk,toomk,NA
hi suajhhun,A027_A027199,199deravaalaa,deravaalaa,deravaalaa,deravaalaa
ajamer,A103_A103155,155maalapuraa,maalapooraa,maalapooraa,maalapuraa
baaraa,A195_A195184,184anthaanaa,anthaanaa,anthaanaa,anthaanaa
doomgarapur,A161_A161075,75jhhoutharee,:,NA,jhhoutharee
h karoulee,A083_A083197,"197phathehapur,bakhathapuraa, memgaree",bakhathapuraa,bakhathapuraa,phathehapurbakhathapuraa memgaree
gamgaanagar,A003_A003023,23kesareesimhapur,०kesareesimhapur,kesareesimhapur,kesareesimhapur
paalee,A116_A116142,142khedaa mahaaraajapuraa,khedaa mahaaraajapuraa,khedaa mahaaraajapuraa,khedaa mahaaraajapuraa
jayapur,A044_A044190,190naraayanaa,gaamv  ०naraayanaa,gaamv naraayanaa,naraayanaa
dousaa,A088_A088116,mathadaan kendr kaa bhavan evam pathaa  :,dousaa,dousaa,NA
8gamgaanagar,A005_A005042,mathadaan kendr kaa bhavan evam pathaa  :,raayasimhanagar,raayasimhanagar,NA
jayapur,A045_A045245,245phaagee,phaagee,phaagee,phaagee
dousaa,A085_A085140,140TaaT,basavaa,basavaa,taat
kootaa,A192_A192160,160suketh,suketh,suketh,suketh
naagour,A115_A115094,mathadaan kendr kaa bhavan evam pathaa  :,kuchaaman sitee,kuchaaman sitee,NA
beekaaner,A014_A014087,87beekaaner,beekaaner,beekaaner,beekaaner
bharathapur,A071_A071117,117thoon,Thoon,thoon,thoon
hi suajhhun,A028_A028233,233duraanaa,duraanaa,duraanaa,duraanaa
qe,A022_A022165,165chooroo,chooru,chooru,chooroo
udayapur,A153_A153088,88aayad udayapur,udayapur,udayapur,aayad udayapur
seekar,A036_A036203,mathadaan kendr kaa bhavan evam pathaa  :,raamagadh,raamagadh,NA
bharathapur,A075_A075183,183haathoudee,haathoudee,haathoudee,haathoudee
h baaraa,A193_A193006,6seesavaalee,seesavaalee,seesavaalee,seesavaalee
savaaeemaadhoopur,A091_A091223,223stage,:,NA,stage
joodhapur,A131_A131212,212baamjad഼aa,:,NA,baamjadaa
seekar,A037_A037192,192ch൉amoo puraahithaan,choumoo puroohithaan,choumoo puroohithaan,chamoo puraahithaan
hanumaanagadh,A009_A009143,143kaaleebamgaa,:,NA,kaaleebamgaa
naagour,A115_A115237,237[rar,loonavaam,loonavaam,237rar
naagour,A113_A113226,226makaraanaa,०makaraanaa,makaraanaa,makaraanaa
jaalour,A144_A144038,38dheemgapuraa,Dheengpura,dheengpura,dheemgapuraa
naagour,A107_A107128,128rooഁavaa,rumvaa,rumvaa,rooavaa
suajhhunoo,A026_A026187,187raayalee,raayalee,raayalee,raayalee
joodhapur,A122_A122017,17kaanasimh kee sid,kaanasimh kee sid,kaanasimh kee sid,kaanasimh sid
ajamer,A105_A105108,108jooniyaam,jooniyaa,jooniyaa,jooniyaam
४bharathapur,A076_A076067,67bayaanaa,bayaanaa,bayaanaa,bayaanaa
beekaaner,A014_A014036,mathadaan kendr kaa bhavan evam pathaa  :,beekaaner,beekaaner,NA
suajhhunoo,A030_A030087,87poosaanaa,०poosaanaa,poosaanaa,poosaanaa
ajamer,A105_A105107,107jooniyaam,jooniyaa,jooniyaa,jooniyaam
ajamer,A103_A103014,14mediyaa,०mediyaa,mediyaa,mediyaa
alavar,A062_A062154,154dhidhoor,dhimdhoor,dhimdhoor,dhidhoor
h jaalour,A141_A141118,118aahoor,Ahore,ahore,aahoor
dousaa,A088_A088106,106dousaa,dousaa,dousaa,dousaa
ajamer,A100_A100006,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
jayapur,A056_A056112,112vaatikaa,vaatikaa,vaatikaa,vaatikaa
jaisalamer,A132_A132041,41thejapaalaa,thejapaalaa,thejapaalaa,thejapaalaa
seekar,A038_A038166,166bheetharalee gaamvad഼ee,bheetharalee gaamvad഼ee,bheetharalee gaamvadee,bheetharalee gaamvadee
alavar,A068_A068057,57UMTS,raajagadh഼,raajagadh,umts
jaalour,A141_A141103,103oon,Oon,oon,103oon
alavar,A068_A068075,75maachaadee,०maachaadee,maachaadee,maachaadee
naagour,A106_A106066,66aasootaa,aasootaa,aasootaa,aasootaa
udayapur,A153_A153165,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
raajasamand,A173_A173082,gamvaar,gaaഁagaajee kaa khed഼aa (kundaal,gaaagaajee kaa khedaa kundaal,gamvaar
hi suajhhun,A031_A031099,99naalapur,naalapur,naalapur,naalapur
hi suajhhun,A025_A025101,101peepalee,०peepalee,peepalee,peepalee
joodhapur,A126_A126203,mathadaan kendr kaa bhavan evam pathaa  :,choukad഼ee kalaam,choukadee kalaam,NA
hi bharathapur,A070_A070159,159gadhaajaan,Garh Ajan,garh ajan,gadhaajaan
ajamer,A098_A098032,32cheethaakhedaa,cheethaakhed഼aa,cheethaakhedaa,cheethaakhedaa
udayapur,A154_A154090,90maavalee,maavalee,maavalee,maavalee
paalee,A119_A119058,mathadaan kendr kaa bhavan evam pathaa  :,itandraraa medathiyaan,itandraraa medathiyaan,NA
hi suajhhun,A028_A028007,7javaaharapuraa,javaaharapuraa,javaaharapuraa,javaaharapuraa
karoulee,A081_A081163,163raajaahedaa,raajaahedaa,raajaahedaa,raajaahedaa
baaraa,A193_A193166,166kaithoomd഼ee,kaithoodee,kaithoodee,kaithoomdee
8jaalour,A141_A141113,113chheeparavaadaa,Cheeparwara,cheeparwara,chheeparavaadaa
8paalee,A116_A116037,37digaranaa,digaranaa,digaranaa,digaranaa
bheelavaadaa,A182_A182134,134jhheemkaree,Jheekari,jheekari,jhheemkaree
gamgaanagar,A006_A006201,"201 12Het, THe",12kedee,kedee,het the
8gamgaanagar,A003_A003011,11malakaanaa khurd,4es,4es,malakaanaa khurd
h karoulee,A081_A081114,114kamjoolee,kamjoolee,kamjoolee,kamjoolee
paalee,A116_A116241,mathadaan kendr kaa bhavan evam pathaa  :,Mesiya,mesiya,NA
hi suajhhun,A026_A026188,188naanavaas,०naanavaas,naanavaas,naanavaas
jhhaalaavaad,A198_A198038,38jhhaalaavaad,jhhaalaavaad഼,jhhaalaavaad,jhhaalaavaad
hi joodhapur,A123_A123107,107raajaalaa,Rajala,rajala,raajaalaa
gamgaanagar,A005_A005154,154syaamagadh  (59en pee,59NP,59np,syaamagadh en pee
suajhhun,A030_A030188,188baagooraa,baagooraa,baagooraa,baagooraa
h jaalour,A143_A143266,266bugaamv,boogaav,boogaav,bugaamv
alavar,A062_A062041,41khoondarooth,khoondarooth,khoondarooth,khoondarooth
jayapur,A048_A048190,190baadh kavisvaraan,baadh kavisaraan,baadh kavisaraan,baadh kavisvaraan
alavar,A062_A062103,103maajareekalaam,maajaree kalaa,maajaree kalaa,maajareekalaam
joodhapur,A130_A130208,208khejad഼alee kalaam,asset Hat,asset hat,khejadalee kalaam
ajamer,A098_A098239,239ahed഼aa,ahedaa,ahedaa,ahedaa
jaalour,A142_A142100,100veeraanaa,Virana,virana,veeraanaa
alavar,A065_A065225,225maalaakhedaa,:,NA,maalaakhedaa
udayapur,A150_A150211,211bedanapaadaa,bedanapaadaa,bedanapaadaa,bedanapaadaa
prathaapagadh,A172_A172065,65prathaapagadh഼,prathaapagadh഼,prathaapagadh,prathaapagadh
ajamer,A100_A100137,137andarakoot,ajamer (nagar nigam,ajamer nagar nigam,andarakoot
alavar,A068_A068064,64raajagadh,raajagadh഼,raajagadh,raajagadh
suajhhunoo,A026_A026148,148dh഼aadhooth khurd,dhaadhooth khurd,dhaadhooth khurd,dhaadhooth khurd
seekar,A034_A034088,"vidhaalay, sihoot bad഼ee (baayaam bhaag",sihoot badee,sihoot badee,vidhaalay sihoot badee baayaam
jaalour,A141_A141222,222baagaraa,:,NA,baagaraa
hi suajhhun,A026_A026207,207pacheree kalaam,०pacheree kalaam,pacheree kalaam,pacheree kalaam
booadee,A186_A186232,232thaaledaa,thaaled഼aa,thaaledaa,thaaledaa
paalee,A120_A120083,mathadaan kendr kaa bhavan evam pathaa  :,saadadee,saadadee,NA
toumk,A095_A095220,220bhagavathapuraa,bhagavathapuraa,bhagavathapuraa,bhagavathapuraa
8savaaeemaadhoopur,A092_A092011,11AAT Als,malaaranaa choud,malaaranaa choud,11aat als
joodhapur,A130_A130210,210gudaa visvooeeyaam,gudaa൦ vislooeeyaa,gudaa vislooeeyaa,gudaa visvooeeyaam
naagour,A106_A106135,135khaamiyaad,gaamv khaamiyaad,gaamv khaamiyaad,khaamiyaad
jaalour,A145_A145030,30suraavaa,Surawa,surawa,suraavaa
paalee,A119_A119097,97kisanapuraa,kisanapuraa,kisanapuraa,kisanapuraa
jhhaalaavaad,A198_A198065,65jhhaalaraapaatan,jhhaalaraapaatan,jhhaalaraapaatan,jhhaalaraapaatan
suajhhunoo,A025_A025075,75gaadoolee,gaadoolee,gaadoolee,gaadoolee
joodhapur,A126_A126138,138kaastee,kaastee,kaastee,kaastee
alavar,A068_A068079,79aaamdavaadee,aaamdavaad഼ee,aaamdavaadee,aaamdavaadee
toumk,A095_A095078,78jebaadiyaa,०jebaadeeyaa,jebaadeeyaa,jebaadiyaa
naagour,A114_A114004,4beemthavaaliyaa,beethamvaaliyaa,beethamvaaliyaa,beemthavaaliyaa
jayapur,A040_A040082,82kootapoothalee,kootapoothalee,kootapoothalee,kootapoothalee
8toumk,A096_A096183,mathadaan kendr kaa bhavan evam pathaa  :,toomk,toomk,NA
8paalee,A116_A116126,126nimaaj,nimaaj,nimaaj,nimaaj
seekar,A039_A039155,155rathanapuraa,rathanapuraa,rathanapuraa,rathanapuraa
h baadamer,A136_A136257,257doomgaraanaadaa,dumgaraanaadaa,dumgaraanaadaa,doomgaraanaadaa
savaaeemaadhoopur,A090_A090203,203baadh഼ bhaamvathaa,baadh഼ bhaapathaa,baadh bhaapathaa,baadh bhaamvathaa
h seekar,A037_A037201,mathadaan kendr kaa bhavan evam pathaa  :,daadiyaaraamapuraa,daadiyaaraamapuraa,NA
suajhhun,A025_A025071,71mooravaa,mooravaa,mooravaa,mooravaa
siroohee,A148_A148180,180redavaakalaa,revadaakalaa,revadaakalaa,redavaakalaa
qe,A019_A019097,97UMTS,raajagadh഼,raajagadh,umts
hanumaanagadh,A008_A008080,jamksan,hanumaanagadh഼,hanumaanagadh,jamksan
hi jayapur,A045_A045117,117booraaj,booraaj,booraaj,booraaj
alavar,A063_A063095,95AST,:,NA,95ast
alavar,A065_A065231,231CaaS,:,NA,caas
booadee,A184_A184101,101nainavaam,०nenavaam,nenavaam,nainavaam
chiththoudagadh,A168_A168038,38aajooliyaa kaa khedaa,aajooliyaa kaa khedaa,aajooliyaa kaa khedaa,aajooliyaa khedaa
hi jayapur,A045_A045116,116booraaj,booraaj,booraaj,booraaj
ajamer,A105_A105158,158kaaled഼aa krishnagoopaal,kaaled഼aa krishnagoopaal,kaaledaa krishnagoopaal,kaaledaa krishnagoopaal
suajhhunoo,A026_A026001,1pilood,pilood,pilood,pilood
baadamer,A138_A138124,124peepaloon,०peepaloon,peepaloon,peepaloon
suajhhunoo,A025_A025139,139khudiyaa,khudiyaa,khudiyaa,khudiyaa
paalee,A117_A117075,mathadaan kendr kaa bhavan evam pathaa  :,soojath sitee,soojath sitee,NA
doomgarapur,A160_A160122,122saagavaad഼aa,saagavaad഼aa,saagavaadaa,saagavaadaa
toumk,A095_A095175,175nivaaee,nivaaee,nivaaee,nivaaee
jayapur,A043_A043113,113looharavaadaa,looharavaadaa,looharavaadaa,looharavaadaa
seekar,A037_A037048,48meharoo kee dhaanee,meharoo kee dhaanee,meharoo kee dhaanee,meharoo dhaanee
8toumk,A096_A096160,160toomk,toomk,toomk,toomk
h jaalour,A141_A141117,117aahoor,Ahore,ahore,aahoor
dousaa,A089_A089143,143syaamapuraa Hat,syaamapuraakamlaa,syaamapuraakamlaa,syaamapuraa hat
bheelavaadaa,A182_A182220,220beeradhool,beeradhool,beeradhool,beeradhool
qe,A021_A021062,62meethaasar,meethaasar,meethaasar,meethaasar
naagour,A106_A106161,161ghirad഼oodaa meethaa,gheeradoodaa meethaa,gheeradoodaa meethaa,ghiradoodaa meethaa
beekaaner,A013_A013034,"puraanee chugee chou?kee gajaner rood,",beekaaner,beekaaner,puraanee chugee choukee gajaner rood
savaaeemaadhoopur,A090_A090198,198Sat,umaree,umaree,198sat
joodhapur,A125_A125246,246samthoodaa khurd,sanan‍thoodaa khurd,sananthoodaa khurd,samthoodaa khurd
dousaa,A088_A088184,184gudhaa keerathavaas,gaamv gudhaa keerathavaas,gaamv gudhaa keerathavaas,gudhaa keerathavaas
beekaaner,A014_A014183,183beekaaner,beekaaner,beekaaner,beekaaner
suajhhun,A027_A027236,236maalasar,maalasar,maalasar,maalasar
booadee,A186_A186148,148kootakhed഼aa,kootakhed഼aa,kootakhedaa,kootakhedaa
joodhapur,A130_A130239,239paal,paal,paal,paal
ajamer,A100_A100151,151khajaanaa galee,ajamer (nagar nigam,ajamer nagar nigam,khajaanaa galee
beekaaner,A014_A014070,mathadaan kendr kaa bhavan evam pathaa  :,beekaaner,beekaaner,NA
raajasamand,A175_A175129,129emadee,emad഼ee,emadee,emadee
bheelavaadaa,A182_A182105,105sakkaragadh,samkaragadh,samkaragadh,sakkaragadh
8gamgaanagar,A005_A005206,206 10jee bee,10GM,10gm,jee bee
raajasamand,A175_A175106,mathadaan kendr kaa bhavan evam pathaa  :,raajasamand,raajasamand,NA
jaalour,A144_A144217,217thaamthadaa,Tantra,tantra,thaamthadaa
joodhapur,A124_A124043,43pandithoom kaa baas,pamdithoo kaa baas,pamdithoo kaa baas,pandithoom baas
bheelavaadaa,A181_A181093,93uparedaa,uparedaa,uparedaa,uparedaa
booadee,A186_A186098,98jaavatee khurd,jaavatee khud,jaavatee khud,jaavatee khurd
karoulee,A081_A081087,87gooradaa,gooradaa,gooradaa,gooradaa
seekar,A036_A036184,184khookharoo kaa baas,khookharoo kaa baas,khookharoo kaa baas,khookharoo baas
gamgaanagar,A006_A006233,233 4kepeedee,4kepeedee,kepeedee,kepeedee
gamgaanagar,A001_A001238,mathadaan kendr kaa bhavan evam pathaa  :,34 ४॥९ (101५4),NA,NA
udayapur,A150_A150194,194thuragadh,thuragadh,thuragadh,thuragadh
ajamer,A103_A103143,143sivanaathapuraa,sivanaathapuraa,sivanaathapuraa,sivanaathapuraa
suajhhunoo,A030_A030168,168udayapuravaatee,०udayapuravaatee,udayapuravaatee,udayapuravaatee
alavar,A062_A062115,115dooghedaa,dughedaa,dughedaa,dooghedaa
naagour,A113_A113164,164booraavad഼,booraavad഼,booraavad,booraavad
hanumaanagadh,A009_A009052,52loomgavaalaa  (3el jee dablyoo,loomgavaalaa,loomgavaalaa,loomgavaalaa el jee dablyoo
baamsavaadaa,A164_A164178,178aambaapaad഼aa,aambapaad഼aa,aambapaadaa,aambaapaadaa
hi suajhhun,A030_A030020,20kesareepuraa,kesareepuraa,kesareepuraa,kesareepuraa
karoulee,A082_A082005,5joul,joul,joul,joul
bheelavaadaa,A183_A183036,36boordiyaas,boodiyaas,boodiyaas,boordiyaas
beekaaner,A012_A012107,raavath maaeenar,4Rm(Rawat Abadi),rmrawat abadi,raavath maaeenar
ajamer,A105_A105203,203kaaded഼aa,kaaded഼aa,kaadedaa,kaadedaa
qe,A024_A024167,167sujaanagadh,sujaanagadh഼,sujaanagadh,sujaanagadh
8alavar,A060_A060039,39goojareevaas,Goojriwas,goojriwas,goojareevaas
savaaeemaadhoopur,A093_A093181,181paadad഼ee thoopakhaanaa,:,NA,paadadee thoopakhaanaa
prathaapagadh,A172_A172002,2chithoudee,chiththoodee,chiththoodee,chithoudee
8jaalour,A141_A141251,251sumeragadh,Sumergarh,sumergarh,sumeragadh
qe,A023_A023040,40rathanagadh,rathanagadh഼,rathanagadh,rathanagadh
bharathapur,A072_A072014,mathadaan kendr kaa bhavan evam pathaa  :,deeg,deeg,NA
h seekar,A039_A039067,67jhhaad഼alee,jhhaadalee,jhhaadalee,jhhaadalee
naagour,A107_A107029,mathadaan kendr kaa bhavan evam pathaa  :,deedavaanaa myunisapalitee,deedavaanaa myunisapalitee,NA
savaaeemaadhoopur,A091_A091109,109tundilaa,Tundeela,tundeela,tundilaa
udayapur,A153_A153203,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
suajhhunoo,A026_A026260,260doomoolee khurd,satel Ge,satel ge,doomoolee khurd
jayapur,A041_A041218,218syaamapuraa,syaamapuraa,syaamapuraa,syaamapuraa
savaaeemaadhoopur,A090_A090081,81udeee kalaaഁ saharee,gamgaapur sitee,gamgaapur sitee,udeee kalaa saharee
raajasamand,A176_A176011,11sisoodaa,sisoodaa kalaam,sisoodaa kalaam,sisoodaa
gamgaanagar,A006_A006145,145 7jeedee-e,7jeedee-e,jeedeee,jeedeee
joodhapur,A123_A123259,259bhiyaadiyaa,०bheeyaadiyaa,bheeyaadiyaa,bhiyaadiyaa
gamgaanagar,A006_A006067,67 3enadee,3enadee,enadee,enadee
baadamer,A140_A140178,178paavad഼oo kaa thalaa,०pavadoom kaa thalaa,pavadoom kaa thalaa,paavadoo thalaa
joodhapur,A122_A122222,222phaloodee,phaloudee,phaloudee,phaloodee
naagour,A106_A106174,174mithatad഼ee,mithadee,mithadee,mithatadee
baadamer,A138_A138190,190samadadee,samadadee,samadadee,samadadee
ajamer,A103_A103178,178raamakhed഼aa dhannaar,raamakhedaa dhanaar,raamakhedaa dhanaar,raamakhedaa dhannaar
४bharathapur,A076_A076084,84bayaanaa,bayaanaa,bayaanaa,bayaanaa
hanumaanagadh,A008_A008057,57gaahad഼oo,42NGC (Teg),42ngc teg,gaahadoo
naagour,A114_A114218,218baandaahed഼aa,baandaahed഼aa,baandaahedaa,baandaahedaa
hi suajhhun,A030_A030014,14sivanaathapuraa,०sivanaathapuraa,sivanaathapuraa,sivanaathapuraa
jayapur,A046_A046168,168kesyaavaalaa,kesyaavaalaa,kesyaavaalaa,kesyaavaalaa
gamgaanagar,A005_A005178,178 4Us VS WH,:,NA,us vs wh
jaalour,A141_A141192,192sugaaliyaam baaloothaan,Sugaliya Balotan,sugaliya balotan,sugaaliyaam baaloothaan
jayapur,A056_A056118,118vaatikaa,vaatikaa,vaatikaa,vaatikaa
alavar,A062_A062063,63thalavaanaa,thalavaanaa,thalavaanaa,thalavaanaa
suajhhun,A030_A030086,86dhamooraa,dhamooraa,dhamooraa,dhamooraa
savaaeemaadhoopur,A092_A092196,196bambooree,savaaee maadhoopur,savaaee maadhoopur,bambooree
jayapur,A045_A045166,166retee,retee,retee,retee
qe,A023_A023185,185chhaapar,chhaapar,chhaapar,chhaapar
jaalour,A144_A144011,11nimbaj,Nimbaj,nimbaj,nimbaj
naagour,A108_A108186,186ooamchaaeed഼aa,ooഁachaaiamd഼aa,ooachaaiamdaa,ooamchaaeedaa
8jaalour,A143_A143234,234sinadharaa,Sindhara,sindhara,sinadharaa
naagour,A113_A113208,208makaraanaa,०makaraanaa,makaraanaa,makaraanaa
gamgaanagar,A006_A006204,204 7keenadee-e,e,NA,keenadeee
h seekar,A039_A039174,174mundaroo,०moondaroo,moondaroo,mundaroo
booadee,A186_A186176,176bathavaad഼aa,bathavaadaa,bathavaadaa,bathavaadaa
hi suajhhun,A031_A031151,151moodakee,moodakee,moodakee,moodakee
dhoulapur,A080_A080136,136raajaa GST,raajaakhoodaa,raajaakhoodaa,raajaa gst
