district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
pharrookhaabaad,AC193_S24A193P263, 263pakhanaa hameer khedaa ,pakhanaa hameerakhedaa ,pakhanaa hameerakhedaa,pakhanaa hameer khedaa
mathuraa,AC081_S24A081P010, 10praa0avi0 dhaanouthaa ,dhanouthaabaamgar ,dhanouthaabaamgar,praa0avi0 dhaanouthaa
mainapuree,AC109_S24A109P219, 219praa paa manapuraa ,raamanagar ,raamanagar,praa paa manapuraa
bijanour,AC020_S24A020P112, 112praa0avi0 deeththanapur kaksh nam02 ,deeththanapur ,deeththanapur,praa0avi0 deeththanapur nam02
peeleebheeth,AC127_S24A127P073, 73karagainaa karagainee ,karagainaa karagainee ,karagainaa karagainee,karagainaa karagainee
lakhanaoo,AC175_S24A175P311, 311jooniyar haaeesk‌al bee0asee0 baajaar kaint kaksh s01 ,lakhanaoo kain‍toonament ,lakhanaoo kaintoonament,jooniyar haaeeskal bee0asee0 baajaar kaint s01
peeleebheeth,AC127_S24A127P113, 113adoulee ,adoulee ,adoulee,adoulee
gaajiyaabaad,AC053_S24A053P246, 246madar indiyaa p joo.haa skool uththaraamchal kaaloonee ,loonee ,loonee,madar indiyaa joohaa skool uththaraamchal kaaloonee
ambedaphar nagar,AC277_S24A277P022, 22janathaa intar kaalej utharethoo kaksh nam.-4 ,utharethoo ,utharethoo,janathaa intar kaalej utharethoo nam4
saahajahaaapur,AC135_S24A135P321," 321green vailee pablik skool, kaksh sam0  2,ahamadapur rethee ",saahajahaampur ,saahajahaampur,green vailee pablik skool sam0 2ahamadapur rethee
unnaav,AC164_S24A164P039, 39praaepaa0 loodhaee k0as0  2,loodhaee ,loodhaee,praaepaa0 loodhaee k0as0
aleegadh,AC076_S24A076P159, 159jaanooday joo.haa skool khair rood kamaraa n0  3,aleegadh഼ ,aleegadh,jaanooday joohaa skool khair rood kamaraa n0
sambhal,AC032_S24A032P307, 307jooniyar haaee skool pamvaasaa kaksh  २,NA,NA,jooniyar haaee skool pamvaasaa
phathehapur,AC240_S24A240P124, 124n0 paae praa0 vi0 panee kaksh s0  1,phathehapur ,phathehapur,n0 paae praa0 vi0 panee s0
mujaphpharanagar,AC013_S24A013P271, 271praathamik vidyaalay nambar  २kaa kamaraa nambar  2thejalahedaa ,thejalahedaa ,thejalahedaa,praathamik vidyaalay nambar kaa kamaraa nambar 2thejalahedaa
baharaaich,AC284_S24A284P051, 51praa0avi൦-peer naseerooddeen k0anam൦-൨ ,peeranaseerooddeen ,peeranaseerooddeen,praa0avipeer naseerooddeen k0anam
ilaahaabaad,AC265_S24A265P306, 306praa0avi0 khajuree kalaam ,khajuree kalaa ,khajuree kalaa,praa0avi0 khajuree kalaam
raamapur,AC036_S24A036P196, 196praathamik vidyaalay sanakaraa ,sanakaraa ,sanakaraa,praathamik vidyaalay sanakaraa
soonabhadr,AC402_S24A402P035, 35joo0ahaa0abad഼agavaam ,bad഼agavaam ,badagavaam,joo0ahaa0abadagavaam
chandoulee,AC381_S24A381P083, 83joo൦ haa൦ naadee kaksh sam൦  ९,naadee ,naadee,83joo haa naadee sam
goondaa,AC299_S24A299P213, 213praaimaree paathasaalaa p0 bhaag dheeseeraamapuravaa manahanaa ,manahanaa ,manahanaa,praaimaree paathasaalaa p0 bhaag dheeseeraamapuravaa manahanaa
aajamagadh,AC348_S24A348P020, 20praaevi0 ohanee kaksh sam0  - २,ohanee ,ohanee,praaevi0 ohanee sam0
barelee,AC121_S24A121P224, 224praa൦ paa൦ badagaamv k0anam0൧ ,badaa gaamv ,badaa gaamv,praa paa badagaamv k0anam0
aajamagadh,AC352_S24A352P005, 5joo0ahaa0 skool raaneepur rajamoom kaksh-൨ ,raaneepur rajamoom ,raaneepur rajamoom,joo0ahaa0 skool raaneepur rajamoom kaksh
raay barelee,AC179_S24A179P001, 1aiamdhee ,(Ue ,NA,aiamdhee
siddhaarthanagar,AC306_S24A306P333, 333bhaaree aaam൦ ,NA,NA,bhaaree aaam
vaaraanasee,AC389_S24A389P157, 157nesanal iam0akaa0 peelee koothee k0asam0.൮ ,vaaraanasee ,vaaraanasee,nesanal iam0akaa0 peelee koothee k0asam0
baharaaich,AC283_S24A283P154, 154mandee samithi naanapaaraa dehaathee k൦n൦-൪ ,naanapaaraa dehaathee ,naanapaaraa dehaathee,mandee samithi naanapaaraa dehaathee kn
maoo,AC353_S24A353P080, 80praa0apaa0 jhhootapur ,jhhootapur ,jhhootapur,praa0apaa0 jhhootapur
barelee,AC121_S24A121P160, 160praa൦ paa൦ navaabagamj k0anam0൧ ,navaabagamj ,navaabagamj,praa paa navaabagamj k0anam0
wed kabeer nagar,AC312_S24A312P015, 15saa0 sahakaaree samithi goureeraaee ,gaareeraaee ,gaareeraaee,saa0 sahakaaree samithi goureeraaee
helse,AC192_S24A192P419, 419samaacheepur majaraa athasarood഼ayaa ,samaacheepur m0 ,samaacheepur m0,samaacheepur majaraa athasaroodayaa
vaaraanasee,AC390_S24A390P034, 34poorv relave joo0ahaa0askool chhiththoopur k0asam03 ,vaaraanasee ,vaaraanasee,poorv relave joo0ahaa0askool chhiththoopur k0asam03
ilaahaabaad,AC264_S24A264P321, 321praagvi൦ pavar kaksh sam  १,pamvar ,pamvar,praagvi pavar sam
maoo,AC353_S24A353P175, 175praa0apaa0 nuroollaahapur u0 bhaag ,nuroollaahapur ,nuroollaahapur,praa0apaa0 nuroollaahapur u0 bhaag
raamapur,AC034_S24A034P315, 315praathamik vidyaalay toodeepuraa ,toodeepuraa ,toodeepuraa,praathamik vidyaalay toodeepuraa
baagapath,AC052_S24A052P224, 224kanyaa jooniyar haaee skool k0an0  6khekadaa ,khekadaa ,khekadaa,kanyaa jooniyar haaee skool k0an0 6khekadaa
aajamagadh,AC350_S24A350P344, 344praa0avi0 muraadaabaad ,muraadaabaad ,muraadaabaad,praa0avi0 muraadaabaad
goorakhapur,AC324_S24A324P320, 320praa0avi0 baraval koothaa sthith khoorathaa k0anam0  3,khoorathaa ,khoorathaa,praa0avi0 baraval koothaa khoorathaa k0anam0
itaavaa,AC201_S24A201P123, 123praa0 paa0 seehapur poorvee ,seehapur ,seehapur,praa0 paa0 seehapur poorvee
vaaraanasee,AC384_S24A384P155, 155praa0apaa0asurahee k0asam01 ,Ws ,NA,praa0apaa0asurahee k0asam01
mahoobaa,AC230_S24A230P029, 29praanvi൦ bilakhee kaksh sam൦-1 ,bilakhee ,bilakhee,praanvi bilakhee sam1
basthee,AC307_S24A307P344, 344praathamik vidyaalay daamvarapaaraa ,daamvarapaaraa ,daamvarapaaraa,praathamik vidyaalay daamvarapaaraa
gaajeepur,AC379_S24A379P264, 264praa0apaa0 mirchaa (d0achhoor ,koosee a ,koosee a,praa0apaa0 mirchaa d0achhoor
lakhanaoo,AC169_S24A169P395, 395praa.vi saahapur kaksh sam0-1 ,semaraa ,semaraa,praavi saahapur sam01
kuseenagar,AC332_S24A332P136, 136praa൦ paa൦ pagaraa padaree kaksh nam0  2,pagaraa padaree ,pagaraa padaree,praa paa pagaraa padaree nam0
seethaapur,AC147_S24A147P020, 20bi0avi0 mandir harag൉av k0an0  1,haragaamv ,haragaamv,bi0avi0 haragav k0an0
goorakhapur,AC326_S24A326P106, 106praa0apaa൦ visambharapur k0asam0  1,visambharapur ,visambharapur,praa0apaa visambharapur k0asam0
seethaapur,AC151_S24A151P155, 155kaaryaalay gan‍naa vibhaag di kisaan sahakaaree cheenee milal‍s mahamoodaabaad k0anam0  2,mahamoothaabaad ,mahamoothaabaad,kaaryaalay gannaa vibhaag di kisaan sahakaaree cheenee milals mahamoodaabaad k0anam0
bulandasahar,AC064_S24A064P118, 118auramgaabaad aheer praaeemaree skool k.n൑am  १,auramgaabaad aheer ,auramgaabaad aheer,auramgaabaad aheer praaeemaree skool knam
phaijaabaad,AC276_S24A276P290, 290praathamik vidyaalay maharaajeepur ,STANT ,stant,praathamik vidyaalay maharaajeepur
haapud,AC059_S24A059P296, 296praa0avi0 ghumgharaalaa k0an0  2,ghumgharaalaa ,ghumgharaalaa,praa0avi0 ghumgharaalaa k0an0
mirjaapur,AC395_S24A395P077, 77praa0avi0 hathiyaa baamdh ,hathiyaa baamdh ,hathiyaa baamdh,praa0avi0 hathiyaa baamdh
phiroojaabaad,AC098_S24A098P302, 302paalee i0ak൉൦0 sikoohaavaad k0an06 ,sikoohaabaad ,sikoohaabaad,paalee i0ak0 sikoohaavaad k0an06
kannouj,AC198_S24A198P477, 477praa0apaa0araamapur ,NA,NA,praa0apaa0araamapur
mathuraa,AC082_S24A082P008, 8poorv maa0avi0 hasainee k0an0  1,hasainee ,hasainee,poorv maa0avi0 hasainee k0an0
ilaahaabaad,AC261_S24A261P308, 308praathamik vidyaalay baksee moodh഼aa kamaraa nam  ३,baksee moodhaa ,baksee moodhaa,praathamik vidyaalay baksee moodhaa kamaraa nam
lakhanaoo,AC171_S24A171P189, 189sent rooj jooniyar haaee skool gathee peer khaam kaksh samkhyaa-4 ,lakhanaoo ,lakhanaoo,sent rooj jooniyar haaee skool gathee peer khaam samkhyaa4
bulandasahar,AC070_S24A070P378, 378nagaliyaa takkar praaeemaree skul ,nagaliyaa cant ,nagaliyaa cant,nagaliyaa takkar praaeemaree skul
haradooee,AC161_S24A161P014, 14Woulo mabaee bramhanaan ,mavainabramahanaan ,mavainabramahanaan,woulo mabaee bramhanaan
barelee,AC123_S24A123P349, 349raamabharoose laal i0akaa൦ devacharaa k0anam൦  २,devacharaa ,devacharaa,raamabharoose laal i0akaa devacharaa k0anam
kaasagamj,AC102_S24A102P147, 147praa0apaa0 nagalaa chinaa ,nagalaa chinaa ,nagalaa chinaa,praa0apaa0 nagalaa chinaa
aleegadh,AC075_S24A075P359," 359praa0 skool nouhatee, kamaraa n0-൨ ",nouhatee ,nouhatee,praa0 skool nouhatee kamaraa n0
basthee,AC310_S24A310P285, 285praathamik vidyaalay sandaa ,est ,est,praathamik vidyaalay sandaa
baamdaa,AC233_S24A233P039, 39praa0avi0 usaraa majaraa markaa kaksh sam0-3 ,makaa ,makaa,praa0avi0 usaraa majaraa markaa sam03
etaa,AC106_S24A106P230, 230praa0apaa0arejuaa k0an0൨ ,rejuaa ,rejuaa,praa0apaa0arejuaa k0an0
balaraamapur,AC292_S24A292P115, 115praa0 paa0 jiganihavaa k0an൦  1,jiganihavaa ,jiganihavaa,praa0 paa0 jiganihavaa k0an
baharaaich,AC284_S24A284P227, 227praa0avi൦-bahabooliyaa mahaadaa k0anam൦-൩ ,bahabooliyaa mahaadaa ,bahabooliyaa mahaadaa,praa0avibahabooliyaa mahaadaa k0anam
baharaaich,AC287_S24A287P428, 428praa0avi൦ sidarakhee kam0anam൦-1 ,sidarakhee ,sidarakhee,praa0avi sidarakhee kam0anam1
phathehapur,AC241_S24A241P047, 47uchch praa0avi0 dasoulee kaksh sam0  1,uroulee ,uroulee,uchch praa0avi0 dasoulee sam0
haapud,AC059_S24A059P196, 196raajakeey kanyaa joo0ahaa0 skool daayat kaimpas haapud k0an0  1,haapud ,haapud,raajakeey kanyaa joo0ahaa0 skool daayat kaimpas haapud k0an0
chandoulee,AC380_S24A380P254, 254joo0ahaa൦ skool niyamathaabaad ,NA,NA,joo0ahaa skool niyamathaabaad
kousaambee,AC253_S24A253P064, 64mahagaamv i0 kaa0 mahagaamv p0 madhy bhaag ,mahagaav uparahaar ,mahagaav uparahaar,mahagaamv i0 kaa0 mahagaamv p0 madhy bhaag
saamalee,AC009_S24A009P218, 218jooniyar haaee skool dakshinee bhaag bhaimsavaal ,bhaisavaalar ,bhaisavaalar,jooniyar haaee skool dakshinee bhaag bhaimsavaal
aleegadh,AC074_S24A074P313, 313praaimaree skool raamapur maajaraa bhrudiyaa ,bhrudiyaa maajaraa ,bhrudiyaa maajaraa,praaimaree skool raamapur maajaraa bhrudiyaa
merath,AC048_S24A048P040, 40dee0 en0 digree kaalij k0anam0-4 choupalaa relave rood ,merath ,merath,dee0 en0 digree kaalij k0anam04 choupalaa relave rood
baagapath,AC052_S24A052P265, 265kanyaa praaeemaree paathasaalaa k0an0  1raavan urph badaagaamv ,raavan uphe badaagaamv ,raavan uphe badaagaamv,kanyaa praaeemaree paathasaalaa k0an0 1raavan urph badaagaamv
mathuraa,AC083_S24A083P100, 100raajakeey intar kaalej adeeg kann൦  २,adeeg ,adeeg,raajakeey intar kaalej adeeg kann
phiroojaabaad,AC098_S24A098P157, 157joo0ahaa0 skool dathaavalee k0an01 ,dathaavalee ,dathaavalee,joo0ahaa0 skool dathaavalee k0an01
ilaahaabaad,AC265_S24A265P383, 383praa0avi0 ayoodhyaa kaksh samkhyaa  2,ayoodhyaa ,ayoodhyaa,praa0avi0 ayoodhyaa samkhyaa
gaajeepur,AC379_S24A379P098, 98praa൦paa൦ harapur (u൦achhoor ,jamaaniyaam ,jamaaniyaam,praapaa harapur uachhoor
unnaav,AC163_S24A163P362, 362praathamik vidyaalay poorv raayapuragadh഼ee ,raayapur gadh഼ee ,raayapur gadhee,praathamik vidyaalay poorv raayapuragadhee
garaget,AC069_S24A069P347, 347dumdaakhaidaa praa0askool k0anam0  1,toodaakhedaa ,toodaakhedaa,dumdaakhaidaa praa0askool k0anam0
ilaahaabaad,AC254_S24A254P020, 20praathamik vidyaalay arooaaഁav dakshinee bhaag ,arooaaamv ,arooaaamv,praathamik vidyaalay arooaaav dakshinee bhaag
etaa,AC106_S24A106P125, 125praa0apaa0aanniyaaഁ ,chiragavaam ,chiragavaam,praa0apaa0aanniyaa
baharaaich,AC283_S24A283P109, 109praa0avi൦-lakhaiyaakalaam k0anam൦-൧ ,lakhaiyaa kalaa ,lakhaiyaa kalaa,praa0avilakhaiyaakalaam k0anam
mathuraa,AC084_S24A084P086, 86sree chandr vidayaaaasram jayasimhapuraa k0anam0  15,mathuraa vrindaavan ,mathuraa vrindaavan,sree chandr vidayaaaasram jayasimhapuraa k0anam0 15
baaraabamkee,AC272_S24A272P117, 117praa൦avi൦ pattee yaakoob ,pattee yaakoob ,pattee yaakoob,praaavi pattee yaakoob
mainapuree,AC109_S24A109P178, 178praa paa baruaa ,vaghounee ,vaghounee,praa paa baruaa
basthee,AC310_S24A310P222, 222khair intar kaalej thurakahiyaa ,basthee ,basthee,khair intar kaalej thurakahiyaa
mujaphpharanagar,AC015_S24A015P296, 296jaame ul uloom jooniyar haaee skool khathoulee k0an0-10 ,khathaaoulee ,khathaaoulee,jaame ul uloom jooniyar haaee skool khathoulee k0an010
sraavasthee,AC289_S24A289P332, 332preprasaad ,preprasaad ,preprasaad,preprasaad
vaaraanasee,AC391_S24A391P064, 64praa0 paa0 purenandaa ,poorenandaa ,poorenandaa,praa0 paa0 purenandaa
gaajeepur,AC378_S24A378P068, 68praa0apaa0 phiroojapur kalaam (d.chhoor ,phiroojapur ,phiroojapur,praa0apaa0 phiroojapur kalaam dchhoor
mirjaapur,AC395_S24A395P158, 158pamchaayath bhavan mainaagoosaaee ,mainaa goosaad഼ ,mainaa goosaad,pamchaayath mainaagoosaaee
chithrakoot,AC236_S24A236P049, 49poorv maadhyamik vidyaalay archhaa barethee-p0abhaag ,arachhaa barethee ,arachhaa barethee,poorv maadhyamik vidyaalay archhaa baretheep0abhaag
itaavaa,AC201_S24A201P026, 26praa0 paa0 giradhaareepuraa naveen bhavan uththaree ,bharathanaa ,bharathanaa,praa0 paa0 giradhaareepuraa naveen uththaree
raamapur,AC035_S24A035P189, 189praathamik vid‌yaathray poorv disaa kaksh sam0  3kaaseepur ,kaaseepur ,kaaseepur,praathamik vidyaathray poorv disaa sam0 3kaaseepur
saahajahaaapur,AC133_S24A133P241, 241praa൦ paa൦ salemaabaad pattee gulnachampaa ,salemaavaad patatee ,salemaavaad patatee,praa paa salemaabaad pattee gulnachampaa
mahaaraajagamj,AC318_S24A318P015, 15praa0avi0aparaasakhaad k0anam൦൩ ,paraasakhaad഼ ,paraasakhaad,praa0avi0aparaasakhaad k0anam
lakhanaoo,AC174_S24A174P184, 184senteeniyal kaalej kaksh samkhyaa-1 ,lakhanaoo ,lakhanaoo,senteeniyal kaalej samkhyaa1
phathehapur,AC241_S24A241P098, 98praa0avi0 saakhaa kaksh s0  2,NA,NA,praa0avi0 saakhaa s0
lakhanaoo,AC171_S24A171P072, 72sanaraaij pablik skool mardan khedaa raajaajeepuram kaksh samkhyaa-1 ,lakhanaoo ,lakhanaoo,sanaraaij pablik skool mardan khedaa raajaajeepuram samkhyaa1
aajamagadh,AC350_S24A350P084, 84pam0abhavan aadamamaoo ,aadamam/ ,aadamam,pam0abhavan aadamamaoo
etaa,AC103_S24A103P066, 66praaepaa൦ asadapur m൦ kailaa ,kailaa ,kailaa,praaepaa asadapur m kailaa
haatharas,AC078_S24A078P101, 101praa0 paa0 nagalaa vijaiyaa ,nagalaa vijaiyaa ,nagalaa vijaiyaa,praa0 paa0 nagalaa vijaiyaa
etaa,AC106_S24A106P103, 103praa0apaa0alakhameepur ,sakaraa ,sakaraa,praa0apaa0alakhameepur
lakhanaoo,AC175_S24A175P201, 201janathaa garls intar kaalej chhootaabarahaa aalamabaag kaksh s010 ,NA,NA,janathaa garls intar kaalej chhootaabarahaa aalamabaag s010
gaajiyaabaad,AC056_S24A056P050, 50praa0 vi0 bihaareepuraa irindaahaidaa ,gaajiyaabaad ,gaajiyaabaad,praa0 vi0 bihaareepuraa irindaahaidaa
auraiyaa,AC203_S24A203P093, 93praa0 vi0 jamuhaaഁ kaksh sam0  2,jamuhaam ,jamuhaam,praa0 vi0 jamuhaa sam0
mahaaraajagamj,AC318_S24A318P313, 313praa0avi0agagaraaee k0anam൦൨ ,gagaraaee ,gagaraaee,praa0avi0agagaraaee k0anam
gaajiyaabaad,AC055_S24A055P494, 494sanaraaeej ekedamee sipraa san sitee ,gaajiyaabaad ,gaajiyaabaad,sanaraaeej ekedamee sipraa san sitee
phathehapur,AC240_S24A240P062, 62daa൦ sathy naaraayan bhaarathee haa0 se0 skool jvaalaagamj kaksh  1,phathehapur ,phathehapur,62daa sathy naaraayan bhaarathee haa0 se0 skool jvaalaagamj
vaaraanasee,AC386_S24A386P065, 65praaepaa0 aadamapur k0asam0  2,phakeerapur ,phakeerapur,praaepaa0 aadamapur k0asam0
merath,AC044_S24A044P073, 73saint phaamsis praa0apaa0 saradhanaa k0 nam0  4,saradhanaa ,saradhanaa,saint phaamsis praa0apaa0 saradhanaa k0 nam0
sulthaanapur,AC190_S24A190P060, 60praa0avi0 hanumaanagamj kaksh01 ,raamapurahanumaanagamj ,raamapurahanumaanagamj,praa0avi0 hanumaanagamj kaksh01
phaijaabaad,AC274_S24A274P337, 337praathamik vidyaalay gundhour nayaa bhavan ,gumdhour ,gumdhour,praathamik vidyaalay gundhour nayaa
goondaa,AC298_S24A298P299, 299praaimaree paathasaalaa misranapuravaa dullaapur tharahar kann൦1 ,dulalaapur tharahar ,dulalaapur tharahar,praaimaree paathasaalaa misranapuravaa dullaapur tharahar kann1
haradooee,AC160_S24A160P045, 45praa൦paa൦ baajapur m൦ majhhigavaam k൦nam൦-൧ ,maajnjagavaa ,maajnjagavaa,praapaa baajapur m majhhigavaam knam
vaaraanasee,AC387_S24A387P072, 72be൦apraanpaankoorathathaa k൦s൦൨ ,koorouthaa ,koorouthaa,beapraanpaankoorathathaa ks
bijanour,AC022_S24A022P181, 181poorv0 maa0 vi0 thareekamapur roopachand kaksh  2,thareekamapur roopachand ,thareekamapur roopachand,poorv0 maa0 vi0 thareekamapur roopachand
aleegadh,AC076_S24A076P274, 274samskrith kanyaa paathasaalaa kaanoon gooyaan kamaraa n0  1,aleegadh഼ ,aleegadh,samskrith kanyaa paathasaalaa kaanoon gooyaan kamaraa n0
etaa,AC105_S24A105P228, 228praa0apaa0 soorakhaa ,soorakhaa ,soorakhaa,praa0apaa0 soorakhaa
gaajeepur,AC375_S24A375P310, 310praa0apaa0 mainapur madhy chhoor ,mainapur ,mainapur,praa0apaa0 mainapur madhy chhoor
mainapuree,AC108_S24A108P220, 220praa0 paa0 salemapur padheenaa kaksh sam0  1,salemapur padheenaa ,salemapur padheenaa,praa0 paa0 salemapur padheenaa sam0
sahaaranapur,AC001_S24A001P237, 237praathamik vidyaalay kaksh nambar  2jhhimjhhoulee mahamathapur ,saahabapuraa ,saahabapuraa,praathamik vidyaalay nambar 2jhhimjhhoulee mahamathapur
kheeree,AC144_S24A144P025, 25mood഼aa gaalib-൪ ,belaapahaad഼aa ,belaapahaadaa,moodaa gaalib
seethaapur,AC151_S24A151P085, 85joo0ahaa0askal gaaഁadhooree k0anam0  1,goodhouree ,goodhouree,joo0ahaa0askal gaaadhooree k0anam0
barelee,AC122_S24A122P100, 100praa0 paa0 hridayapur urph andharapuraa ,hadayapur ah ,hadayapur ah,praa0 paa0 hridayapur urph andharapuraa
mainapuree,AC107_S24A107P189, 189poo0amaa0avi0 aavaas vikaas kaksh sam0  4,mainapuree ,mainapuree,poo0amaa0avi0 aavaas vikaas sam0
bulandasahar,AC066_S24A066P160, 160haajeepur kanyaa paathasaalaa ,haajeepur ,haajeepur,haajeepur kanyaa paathasaalaa
sahaaranapur,AC007_S24A007P099, 99maharshi dayaanand iamtar kaalij kamaraa nambar-1 jaandakhedaa ,jaandakhedaa ,jaandakhedaa,maharshi dayaanand iamtar kaalij kamaraa nambar1 jaandakhedaa
mirjaapur,AC396_S24A396P004, 4praa0avi0 kaderooaa ,kaderooaa ,kaderooaa,praa0avi0 kaderooaa
barelee,AC122_S24A122P055, 55praa0 paa0 budhoomlee kamaraa nam0  २,budhoulee ,budhoulee,praa0 paa0 budhoomlee kamaraa nam0
jaaloun,AC220_S24A220P081, 81praathamik vidyaalay peeparee aamthagadayaam ,peeparee athagadaiyaam ,peeparee athagadaiyaam,praathamik vidyaalay peeparee aamthagadayaam
baliyaa,AC362_S24A362P318, 318sree chain raam baabaa i0 kaa0 sahathavaar AO ,sahathavaar ,sahathavaar,sree chain raam baabaa i0 kaa0 sahathavaar ao
aagaraa,AC090_S24A090P113, 113sarvahithakaaree praaevi൦ dahathooraa k0an൦-൨ ,dahathooraa ,dahathooraa,sarvahithakaaree praaevi dahathooraa k0an
soonabhadr,AC403_S24A403P257, 257praa0 vi0 tedh഼aa(pr0apaa0 ,tal ,tal,praa0 vi0 tedhaapr0apaa0
sambhal,AC111_S24A111P141, 141praa0apaa0ak0an0൨ pavasaraa ,pavasaraa ,pavasaraa,praa0apaa0ak0an0 pavasaraa
aagaraa,AC090_S24A090P341, 341poo൦ maa൦ vi൦ budhaanaa k0an൦-൧ ,budhaanaa musth൦ ,budhaanaa musth,341poo maa vi budhaanaa k0an
unnaav,AC166_S24A166P377, 377praa൦ vi൦ uththar kamaraajaanaapur ,kamaraa jaanaa pur ,kamaraa jaanaa pur,praa vi uththar kamaraajaanaapur
badaayoom,AC114_S24A114P280, 280jooniyar haaee skool varasuaa k0anam0  2,barasuaa ,barasuaa,jooniyar haaee skool varasuaa k0anam0
bhadoohee,AC394_S24A394P341, 341praa0avi൦ saraayabaaboo kaksh samkhyaa  2,saraay baabu ,saraay baabu,praa0avi saraayabaaboo samkhyaa
gaajeepur,AC377_S24A377P426, 426praa0apaa0 bharoooulee aalaa k0an0-1 ,bharouleeaalaa ,bharouleeaalaa,praa0apaa0 bharoooulee aalaa k0an01
goutham buddh nagar,AC063_S24A063P379, 379praa0 skool taa0ae0 jahaamgeerapur k0anam0  २,jahaamgeerapur ,jahaamgeerapur,praa0 skool taa0ae0 jahaamgeerapur k0anam0
amethee,AC185_S24A185P241, 241joo0 haa0 kasaraavaa ,kasaraavaam ,kasaraavaam,joo0 haa0 kasaraavaa
bhadoohee,AC393_S24A393P212, 212praa0avi0 jamgeegamj k0asam0-1 ,mahaaaree ,mahaaaree,praa0avi0 jamgeegamj k0asam01
goorakhapur,AC328_S24A328P272, 272pam0 bhavan muhaalajalakar uththasar ,unoulee ,unoulee,pam0 muhaalajalakar uththasar
devariyaa,AC342_S24A342P194, 194praa൦avi൦baaraamu:kund ,baaraamukund ,baaraamukund,praaavibaaraamukund
vaaraanasee,AC385_S24A385P085, 85praa0apaa0 khaanapattee ,khaanapatatee ,khaanapatatee,praa0apaa0 khaanapattee
itaavaa,AC199_S24A199P158, 158praa0 paa0 adhiyaapur poorvee ,adhiyaapur ,adhiyaapur,praa0 paa0 adhiyaapur poorvee
baharaaich,AC287_S24A287P203, 203joo൦ahaa൦askool payaagapur (naveen bhavan (atharikth kaksh-2 ,payaagapur ,payaagapur,jooahaaaskool payaagapur naveen atharikth kaksh2
barelee,AC123_S24A123P345, 345praa൦ paa൦ nousaaraa m൦ kyoonaasaadeepur ,File saadeepur ,file saadeepur,praa paa nousaaraa m kyoonaasaadeepur
goondaa,AC296_S24A296P247, 247praa0 paa0 dhanooharee ,dhanooharee ,dhanooharee,praa0 paa0 dhanooharee
unnaav,AC163_S24A163P062, 62aasuthoosh janathaa vi0ahaa0ase0askool k0asam02 sapheepur saharee ,sapheepur ,sapheepur,aasuthoosh janathaa vi0ahaa0ase0askool k0asam02 sapheepur saharee
ilaahaabaad,AC254_S24A254P134, 134praathamik vidyaalay saraay raah urph kooraaree bhaag  १,saraamyaraah oorph ,saraamyaraah oorph,praathamik vidyaalay saraay raah urph kooraaree bhaag
aagaraa,AC089_S24A089P427, 427es൦aes൦ak൉anvent p൦askool u൦amaa൦avi൦ karmayoogee enkaleb k൦an൦  3,aagaraa ,aagaraa,esaesakanvent paskool uamaaavi karmayoogee enkaleb kan
siddhaarthanagar,AC305_S24A305P402, 402budhathaoo ഑am൦ ,NA,NA,budhathaoo am
bulandasahar,AC065_S24A065P029, 29sareephapur bhaisaroulee praaeemaree skool k.n൑  1,sareephapur bhaisaroulee ,sareephapur bhaisaroulee,sareephapur bhaisaroulee praaeemaree skool kn
ilaahaabaad,AC259_S24A259P145, 145praa0avi0 atakhariyaa ,atakhariyaa ,atakhariyaa,praa0avi0 atakhariyaa
phaijaabaad,AC276_S24A276P107, 107praathamik vidyaalay simhooriyaa ,sihooriyaa ,sihooriyaa,praathamik vidyaalay simhooriyaa
lakhanaoo,AC175_S24A175P191, 191naalandaa pablik intar kaalej hasanaapur rood aalamabaag kaksh sam0  4,NA,NA,naalandaa pablik intar kaalej hasanaapur rood aalamabaag sam0
aajamagadh,AC350_S24A350P005, 5praa0avi0 raajaapur kaksh sam0  - 2,raajaapur ,raajaapur,praa0avi0 raajaapur sam0
phiroojaabaad,AC096_S24A096P146, 146praa0 paa0 madheepur ,madheepur ,madheepur,praa0 paa0 madheepur
mainapuree,AC109_S24A109P390, 390praa paa on‍haa kaksh s  ९,Heel ,heel,praa paa onhaa
badaayoom,AC116_S24A116P223, 223praa0 vidhaalay allaapur chamaaree k0anam01 ,allaapur chamaaree ,allaapur chamaaree,praa0 vidhaalay allaapur chamaaree k0anam01
aajamagadh,AC344_S24A344P333, 333ki0 poo0 maa0 vi0 maghanaapaar kaksh sam0  1,madhanaapaar ,madhanaapaar,ki0 poo0 maa0 vi0 maghanaapaar sam0
aajamagadh,AC346_S24A346P218, 218praa0avi0 samedaa kakshas sam0-൨ ,samedaa ,samedaa,praa0avi0 samedaa kakshas sam0
kannouj,AC196_S24A196P223, 223praa0apaa0 poo0 bhaag kuarapur janu ,kumvarapur janoo ,kumvarapur janoo,praa0apaa0 poo0 bhaag kuarapur janu
